protein1 protein2 combined_score
PKLR TRAF4 177
PKLR SMURF2 181
PKLR SRF 177
PKLR PRKAR2A 296
PKLR PXN 270
PKLR RPL3L 372
PKLR RPS3 507
PKLR RPS9 369
PKLR PPP2R1B 175
PKLR PKM 600
PKLR TGIF1 189
PKLR RPL6 347
PKLR TPM4 235
PKLR RPS6 507
PKLR RPS14 369
PKLR RPS19 507
PKLR TXNRD1 190
PKLR RPL9 599
PKLR TPM1 235
PKLR WWP1 161
PKLR TPM3 235
PKLR TXNRD2 188
PKLR SMURF1 161
PKLR PSMD14 159
PKLR RPL18 599
PKLR TPM2 235
PKM UBA2 244
PKM RAF1 245
PKM TRAF4 267
PKM SMURF2 161
PKM TYRO3 186
PKM PRKG2 219
PKM STAT3 696
PKM SRF 177
PKM PRKAR2A 296
PKM PML 270
PKM RPL3L 372
PKM TP53 683
PKM RPS3 507
PKM REL 252
PKM RPN1 343
PKM RPS9 369
PKM PPP2R1B 175
PKM RPS14 369
PKM SYK 186
PKM RPS6 507
PKM TKT 271
PKM UCHL5 270
PKM PTPN1 256
PKM RPS19 507
PKM TGIF2 688
PKM RPL9 599
PKM TXNRD1 190
PKM RNF123 270
PKM SLC22A1 276
PKM ROS1 186
PKM RPL6 347
PKM SLC3A2 272
PKM RNF4 270
PKM TPM4 235
PKM TGFBR2 174
PKM TXNRD2 190
PKM TPM3 235
PKM TUBB 272
PKM TGM2 584
PKM PSMD14 360
PKM SMURF1 161
PKM RAC1 284
PKM TPM2 235
PKM SRC 468
PKM RPL18 599
PKM TGIF1 189
PKM ZFP36 311
PKM STAU1 270
PKM RAD23B 296
PKM TBK1 186
PKM WWP1 161
PKM TPM1 235
PKP1 VCL 157
PKP1 TARDBP 270
PKP1 TUBG1 186
PKP1 UCK1 202
PKP1 UCK2 202
PKP1 PKP3 720
PKP1 UCHL5 270
PKP1 WWC1 156
PKP2 TJP3 150
PKP2 WWC1 156
PKP2 VCL 161
PKP2 PTGER3 218
PKP2 PRKCA 828
PKP2 UCK1 202
PKP2 UCK2 202
PKP2 YWHAB 254
PKP3 VCL 157
PKP3 RARA 270
PKP3 PLEC 169
PKP3 WWC1 156
PKP3 UCK2 202
PKP3 UCK1 202
PLA2G12A UCK1 313
PLA2G12A PLA2G7 650
PLA2G4A SIRT2 492
PLA2G4A ZC3H14 154
PLA2G4A RAB5A 288
PLA2G4A PLA2G7 650
PLA2G4A PRKCB 600
PLA2G4A VAPA 220
PLA2G4A RELA 373
PLA2G4A PRKCA 695
PLA2G7 XPO7 181
PLA2G7 VLDLR 540
PLA2G7 TRIM33 261
PLAC8 RBPMS 304
PLAC8 TRAF1 198
PLAGL1 PML 285
PLAGL1 TP53 542
PLAGL1 UBE2I 292
PLAT PRNP 270
PLAT SERPING1 498
PLAT SERPINA5 330
PLAT SERPINE2 710
PLAT SERPINE1 996
PLAT PLAUR 622
PLAT VDAC1 448
PLAT VLDLR 289
PLAT SERPINB6 201
PLAT PTX3 165
PLAT PLG 946
PLAUR VCL 448
PLAUR SERPINE1 989
PLAUR STAT3 265
PLAUR ST14 225
PLAUR SCAF4 621
PLAUR TATDN2 288
PLAUR PLG 951
PLAUR TSPAN8 276
PLAUR SELENBP1 619
PLAUR TYK2 461
PLAUR PTK2 248
PLAUR SERPINE2 786
PLAUR XRCC3 218
PLAUR SRC 390
PLAUR ST3GAL4 238
PLCB1 PPP3R1 600
PLCB1 PRKCB 643
PLCB1 YWHAG 158
PLCB1 PTH1R 169
PLCB1 SPTBN1 238
PLCB1 YIF1A 161
PLCB1 SYNJ2 652
PLCB1 PRKCD 641
PLCB1 PTK2B 194
PLCB1 PLCB4 650
PLCB1 SUCLG2 272
PLCB1 SYNJ1 652
PLCB1 PTGER3 286
PLCB1 PTK2 194
PLCB1 PTPN11 375
PLCB1 PRKCA 738
PLCB1 PTEN 650
PLCB1 SNCA 487
PLCB4 PPP3R1 600
PLCB4 PRKCB 643
PLCB4 PTK2 173
PLCB4 SYNJ2 652
PLCB4 PTEN 650
PLCB4 YIF1A 161
PLCB4 PTK2B 173
PLCB4 PRKCD 641
PLCB4 SYNJ1 652
PLCB4 PRKCA 643
PLCL1 RALA 206
PLCL1 RRAS 182
PLCL1 YWHAE 162
PLCL1 RALB 206
PLCL1 YWHAG 162
PLCL1 RYR2 204
PLCL1 RIT1 175
PLCL1 YWHAB 162
PLCL1 YIF1A 264
PLEC UQCRC1 271
PLEC VCL 506
PLEC PVALB 322
PLEC PSMD7 236
PLEC TNNC1 322
PLEC PPP3R1 252
PLEC ZC3H14 240
PLEC SELP 273
PLEC PXN 221
PLEC RPL3L 617
PLEC RPS3 764
PLEC TJP1 305
PLEC SMC2 243
PLEC RPL39L 633
PLEC RPS9 728
PLEC RNASEL 228
PLEC XRCC6 179
PLEC USO1 245
PLEC UBE2I 153
PLEC RPL6 731
PLEC RAB40C 168
PLEC TNNC2 341
PLEC TMCC2 252
PLEC SPTA1 357
PLEC RPS14 723
PLEC PSMD14 418
PLEC SYNPO 150
PLEC TH 237
PLEC SDCCAG8 270
PLEC RNF4 270
PLEC SCGN 322
PLEC SQSTM1 174
PLEC RPL9 720
PLEC TKT 168
PLEC RPS19 723
PLEC RAD23B 369
PLEC WAS 192
PLEC SKI 270
PLEC SYNE1 516
PLEC UBQLN1 369
PLEC SRP19 165
PLEC RPL22 614
PLEC TANK 192
PLEC SRPK1 161
PLEC RBBP7 177
PLEC RPL18 729
PLEC RPL36 730
PLEC PRKCA 175
PLEC THSD4 159
PLEC STAT1 270
PLEC RPS6 728
PLEK RHOA 491
PLEK VAV3 243
PLEK SRC 262
PLEK VASP 213
PLEK PXN 283
PLEK RABEP1 228
PLEK UCHL5 304
PLEK TP53 155
PLEK SUCLG2 563
PLEK RELA 277
PLEK2 RPS19 271
PLEKHG2 RAC2 154
PLEKHG2 RHOF 151
PLEKHG2 RAB5A 250
PLEKHG2 RHOD 151
PLEKHG2 RHOG 248
PLEKHG2 RAC1 353
PLEKHG2 RHOBTB3 171
PLEKHG2 RHOH 158
PLEKHG2 RHOA 353
PLG SERPINE1 478
PLG TPI1 522
PLG SPARC 574
PLG VDAC1 192
PLG PTX3 426
PLG PLK1 248
PLG RELA 270
PLG RPS6KA1 467
PLG SERPINE2 213
PLG SERPINC1 254
PLG PRNP 859
PLIN2 SNAP23 276
PLIN2 SMURF1 273
PLIN2 XDH 299
PLIN2 PRKAA2 600
PLIN2 USP15 270
PLIN2 SQSTM1 209
PLIN2 PPARD 189
PLIN2 PPARA 260
PLK1 RANBP9 277
PLK1 RBX1 230
PLK1 USP11 270
PLK1 TSC2 504
PLK1 PPP2CB 231
PLK1 VAMP4 150
PLK1 RAC2 233
PLK1 TUBG1 341
PLK1 RAF1 618
PLK1 TSG101 151
PLK1 TOPBP1 796
PLK1 SLC16A7 235
PLK1 PSMA6 270
PLK1 UBE2S 600
PLK1 TP63 189
PLK1 SRF 260
PLK1 SRI 443
PLK1 TP53 891
PLK1 SMC2 660
PLK1 SASS6 398
PLK1 RICTOR 270
PLK1 TSC1 813
PLK1 RBBP8 245
PLK1 TRAK2 219
PLK1 STK38L 228
PLK1 STMN1 214
PLK1 RAC1 233
PLK1 RELA 270
PLK1 SMC6 173
PLK1 RAD51 483
PLK1 STAG3 258
PLK1 POLE 152
PLK1 TANK 627
PLK1 RRM2 355
PLK1 SF3B3 179
PLK1 PSMA1 270
PLK1 POLD1 230
PLK1 REV3L 152
PLK1 STAT1 365
PLK1 TOP2A 270
PLK1 TUBA3C 161
PLK1 SNCA 270
PLK1 UBE2D1 600
PLK1 PRKAA2 151
PLK1 RNF4 205
PLK1 RACGAP1 586
PLK1 RHOT2 177
PLK1 STAG1 258
PLK1 UBE2E1 600
PLK1 TBK1 268
PLK1 SMC1A 765
PLK1 USP16 270
PLK1 TGIF1 284
PLK1 RHOT1 177
PLK1 RAD23B 301
PLK1 RAB1A 900
PLK1 RHOA 500
PLK1 PPP2R2C 216
PLK1 TCOF1 295
PLK1 WEE1 807
PLK1 POLA1 152
PLK1 PTEN 551
PLK1 PTPN14 306
PLK1 RAP1GAP 270
PLK1 YWHAG 303
PLOD1 RPS14 196
PLOD1 RPL22 191
PLOD1 RPS6 198
PLOD1 PLOD3 600
PLOD1 PLOD2 803
PLOD1 RPL6 197
PLOD1 SF3A3 192
PLOD1 SUV39H1 654
PLOD1 RNF4 270
PLOD1 PPIB 274
PLOD1 SAMHD1 173
PLOD1 POR 272
PLOD2 PLOD3 600
PLOD2 SAMHD1 415
PLOD2 USP15 244
PLOD2 SET 244
PLOD2 RPS6 198
PLOD2 RPL22 191
PLOD2 RPS14 196
PLOD2 SUPT5H 244
PLOD2 PPIB 186
PLOD2 RIOK3 167
PLOD2 SUV39H1 654
PLOD2 SF3A3 192
PLOD2 RPL6 197
PLOD3 SUV39H1 654
PLOD3 TP53 169
PLOD3 SF3A3 269
PLOD3 RPL6 272
PLOD3 POR 272
PLOD3 SAMHD1 173
PLOD3 TGM2 167
PLOD3 RPL22 268
PLOD3 RPS14 272
PLOD3 RPS6 274
PLVAP VEGFA 256
PLVAP TMCC2 167
PLXNB1 RALA 163
PLXNB1 RRAS 541
PLXNB1 RAC2 231
PLXNB1 SEMA3C 605
PLXNB1 RALB 163
PLXNB1 RASA1 188
PLXNB1 RHOD 746
PLXNB1 RAC1 645
PLXNB1 RHOA 489
PLXNB1 SEMA4D 991
PLXNB1 PLXNB2 560
PLXNB1 SMPX 232
PLXNB1 RIT1 163
PLXNB2 RALA 163
PLXNB2 RRAS 163
PLXNB2 SEMA3C 240
PLXNB2 RALB 163
PLXNB2 RHOD 347
PLXNB2 PTCH1 209
PLXNB2 RET 313
PLXNB2 RIT1 163
PLXNB2 TMX1 276
PLXNB2 RNF4 270
PLXNB2 SEMA4D 919
PMEPA1 SMAD2 779
PMEPA1 VDAC1 270
PMEPA1 SMAD3 658
PMEPA1 STAM 270
PML SIRT1 635
PML RBX1 483
PML TRIB3 341
PML USP11 281
PML TGFB1 900
PML SPI1 862
PML TGFB3 900
PML XPO7 181
PML RARA 727
PML TOPBP1 483
PML SMAD7 902
PML SMAD2 926
PML SMURF2 901
PML STAT3 427
PML TP63 270
PML PPARGC1A 528
PML SRF 270
PML RB1 923
PML TGIF1 483
PML SUV39H1 288
PML RXRA 502
PML RUNX1 895
PML TGFBR1 901
PML SATB1 483
PML UBE2I 509
PML SLC1A2 270
PML RBCK1 335
PML SKI 279
PML SKIL 365
PML SP1 494
PML POLR2E 170
PML SMAD3 926
PML RBBP7 600
PML TP53 971
PML RAD51 449
PML RELA 483
PML RPTOR 900
PML SMURF1 901
PML RNF4 561
PML TFAP2B 901
PML RFC4 270
PML TGFBR2 901
PML THBS2 213
PML STAT1 498
PML WRN 270
PML ZBTB16 478
PML TCF7L2 270
PML STAT2 270
PMM1 RUVBL2 150
PMM1 PSMD14 171
PMM1 PMM2 485
PMM1 RPN1 156
PMM1 STXBP1 194
PMM2 STXBP1 194
PMM2 RPN1 156
PMM2 PSMD14 171
PMM2 RUVBL2 150
PMM2 SLC25A5 284
PMS2 PSMD7 185
PMS2 TOPBP1 270
PMS2 POLE 206
PMS2 WDR74 154
PMS2 XRCC3 338
PMS2 REV3L 206
PMS2 RFC3 154
PMS2 POLD1 619
PMS2 PRKDC 772
PMS2 RASA1 181
PMS2 XRCC6 540
PMS2 RAD51 373
PMS2 RFC4 154
PMS2 RAD23B 540
PMS2 XPC 540
PMS2 WRN 327
PMS2 RFC5 154
PMS2 RAD51C 175
PMS2 XRCC5 540
PMS2 SFRP4 165
PNO1 UQCRC1 169
PNO1 RRP9 581
PNO1 UTP20 577
PNO1 RPS10 958
PNO1 RPS3 927
PNO1 RPS14 980
PNO1 UBQLN1 152
PNO1 RIOK3 329
PNO1 RB1 271
PNO1 TFB2M 730
PNO1 PRPF31 363
PNO1 RAD23B 152
PNO1 UQCRC2 169
PNO1 RCL1 559
PNO1 RPS19 979
PNO1 RPS6 983
PNO1 RSL1D1 551
PNO1 WDR43 559
PNO1 RPS9 978
PNPT1 PPP1R8 898
PNPT1 RPL18 360
PNPT1 RPL36 360
PNPT1 VWA5A 198
PNPT1 RPL6 360
PNRC1 RARA 192
PODXL USH1C 219
PODXL SELP 471
PODXL PTGER4 216
PODXL SELE 467
PODXL RNF4 270
PODXL SYNPO 284
PODXL VDR 270
PODXL RHOA 225
POLA1 RPA3 903
POLA1 UBA2 154
POLA1 RPA1 932
POLA1 TOPBP1 226
POLA1 POLD3 987
POLA1 POLA2 999
POLA1 RB1 270
POLA1 TP53 270
POLA1 SSRP1 614
POLA1 TPST1 151
POLA1 PPP2R1B 270
POLA1 PRMT5 156
POLA1 POLE 984
POLA1 SMC1A 304
POLA1 RNF123 270
POLA1 PURA 787
POLA1 TPST2 151
POLA1 PRIM1 996
POLA1 STIP1 151
POLA1 REV3L 900
POLA1 POLH 452
POLA1 RPA2 903
POLA1 RFC5 600
POLA1 RFC3 600
POLA1 RFC1 639
POLA1 RAD51 270
POLA1 PRIM2 997
POLA1 SUPT5H 201
POLA1 POLE4 976
POLA1 POLG2 900
POLA1 POLD1 951
POLA1 POLD2 968
POLA1 XRCC5 338
POLA1 TOP2A 235
POLA1 TIMELESS 183
POLA1 RFC4 600
POLA2 RPA3 900
POLA2 RPA1 900
POLA2 POLD3 900
POLA2 RPA2 900
POLA2 ZFP36 179
POLA2 USO1 236
POLA2 RFC5 744
POLA2 SRPRB 179
POLA2 PRIM1 998
POLA2 PRIM2 998
POLA2 PURA 720
POLA2 POLE 966
POLA2 REV3L 961
POLA2 SLC28A2 300
POLA2 POLE4 900
POLA2 POLD1 966
POLA2 POLG2 900
POLA2 RFC3 756
POLA2 RFC1 747
POLA2 RFC4 671
POLA2 POLD2 924
POLD1 RBX1 637
POLD1 RPA3 972
POLD1 RAC2 171
POLD1 RAF1 151
POLD1 RPA1 981
POLD1 TOPBP1 226
POLD1 POLD3 998
POLD1 PRKAR2A 273
POLD1 RB1 270
POLD1 SSRP1 266
POLD1 XPC 900
POLD1 WRN 265
POLD1 TPST1 151
POLD1 RBM14 222
POLD1 PRKDC 907
POLD1 PRMT5 252
POLD1 TRIP10 243
POLD1 POLE 945
POLD1 PURA 720
POLD1 TPST2 151
POLD1 RBPJ 195
POLD1 RAC1 171
POLD1 SDAD1 252
POLD1 PRIM1 755
POLD1 RAD23B 901
POLD1 STIP1 151
POLD1 REV3L 948
POLD1 XRCC6 900
POLD1 POLH 789
POLD1 SRC 164
POLD1 RPA2 966
POLD1 RFC3 600
POLD1 RFC1 639
POLD1 RAD51 435
POLD1 XRCC5 909
POLD1 RFC4 600
POLD1 TOP2A 241
POLD1 TIMELESS 208
POLD1 POLD2 999
POLD1 POLG2 900
POLD1 POLE4 929
POLD1 PRIM2 798
POLD1 RFC5 600
POLD2 RBX1 600
POLD2 RPA3 900
POLD2 RPA1 922
POLD2 POLD3 999
POLD2 WRN 228
POLD2 UGT2B17 173
POLD2 POLE 968
POLD2 PURA 720
POLD2 PRIM1 600
POLD2 REV3L 996
POLD2 POLL 245
POLD2 POLH 801
POLD2 SET 173
POLD2 RPA2 900
POLD2 RFC3 600
POLD2 RFC1 600
POLD2 RFC4 600
POLD2 RFC5 600
POLD2 POLE4 900
POLD2 POLG2 900
POLD2 PRIM2 600
POLD3 RBX1 600
POLD3 RPA3 900
POLD3 RPA1 900
POLD3 USP8 243
POLD3 POLH 706
POLD3 REV3L 983
POLD3 POLE4 900
POLD3 POLE 949
POLD3 PRIM2 600
POLD3 RPA2 900
POLD3 PURA 720
POLD3 PRIM1 600
POLD3 RFC4 600
POLD3 RFC1 600
POLD3 RFC5 600
POLD3 RFC3 600
POLD3 POLG2 900
POLD3 RUNX1 181
POLD3 RAD52 287
POLE RBX1 637
POLE RPA3 600
POLE RPA1 640
POLE TOPBP1 569
POLE POLQ 327
POLE SSRP1 235
POLE TPST1 151
POLE PRMT5 156
POLE POLL 313
POLE RFC4 600
POLE TIMELESS 208
POLE TOP2A 296
POLE RPA2 600
POLE XRCC5 296
POLE TRAIP 270
POLE REV3L 900
POLE POLG2 900
POLE PRIM2 819
POLE POLE4 996
POLE SUPT5H 297
POLE POLH 771
POLE SMC1A 338
POLE RFC3 600
POLE TBK1 216
POLE RFC1 706
POLE STIP1 151
POLE TPST2 151
POLE RFC5 600
POLE PRIM1 801
POLE4 RBX1 600
POLE4 RPA3 600
POLE4 RPA1 600
POLE4 PRIM1 600
POLE4 REV3L 929
POLE4 RAD54L 161
POLE4 POLH 600
POLE4 RPA2 600
POLE4 RFC3 600
POLE4 RFC1 600
POLE4 RFC4 600
POLE4 RFC5 600
POLE4 PRIM2 600
POLE4 REEP1 179
POLE4 RUVBL2 724
POLE4 POLG2 900
POLG2 XPO7 246
POLG2 RPS3 218
POLG2 SHMT1 179
POLG2 SHMT2 179
POLG2 PPM1G 248
POLG2 PRIM1 540
POLG2 REV3L 900
POLG2 STXBP1 150
POLG2 SRPK1 252
POLG2 PRIM2 540
POLH PYGL 161
POLH RPA3 600
POLH PRKAB1 161
POLH RPA1 600
POLH POLQ 234
POLH UBE2L6 600
POLH RCHY1 892
POLH TRIM25 600
POLH TRAIP 378
POLH RAD51C 407
POLH TUBB 270
POLH RAD23B 169
POLH REV3L 494
POLH POLL 237
POLH PRKAA2 181
POLH RAD54L 271
POLH XRCC3 407
POLH UBQLN1 169
POLH RFC1 692
POLH RFC4 600
POLH RAD51 407
POLH RFC3 600
POLH RPA2 600
POLH RFC5 600
POLL RPA3 169
POLL RPA1 327
POLL TP53 188
POLL SSRP1 169
POLL WRN 376
POLL UBE2E1 270
POLL PRKDC 900
POLL TRAIP 214
POLL REV3L 165
POLL XRCC6 900
POLL XRCC5 900
POLL RPA2 169
POLL UBE2D1 270
POLQ RAD50 600
POLQ RAD51C 225
POLQ SOD2 169
POLQ RBBP8 600
POLQ XRCC3 360
POLQ RAD51 471
POLQ SSBP1 339
POLR1D SNRPG 161
POLR1D POLR2J 276
POLR1D POLR3K 917
POLR1D POLR2G 347
POLR1D TIMM50 190
POLR1D POLR2A 309
POLR1D TCEA1 319
POLR1D POLR2F 968
POLR1D POLR3G 600
POLR1D POU2F1 600
POLR1D POLR3GL 868
POLR1D RBPJ 195
POLR1D SUPT5H 349
POLR1D POLR2E 995
POLR1D POLR3C 962
POLR1D POLR2H 996
POLR2A RALBP1 271
POLR2A RBX1 642
POLR2A PSMD7 173
POLR2A RPA3 690
POLR2A RARA 601
POLR2A SMARCC1 906
POLR2A RPA1 695
POLR2A TUBB2B 165
POLR2A PSMA6 284
POLR2A SMURF2 350
POLR2A SELP 171
POLR2A PRKG2 248
POLR2A PRKAR2A 248
POLR2A RPL3L 243
POLR2A TP53 667
POLR2A SNRPG 600
POLR2A SSRP1 812
POLR2A RPS3 260
POLR2A SCAF4 669
POLR2A POLR2J 998
POLR2A POLR3K 493
POLR2A WRN 280
POLR2A TAF10 737
POLR2A POLR2G 999
POLR2A RPS9 364
POLR2A SF3B3 600
POLR2A PRMT5 270
POLR2A SMC1A 322
POLR2A SRSF7 600
POLR2A RNF123 281
POLR2A SP1 600
POLR2A SELE 181
POLR2A POLR3C 516
POLR2A UXT 527
POLR2A SUV39H1 243
POLR2A TUBB 165
POLR2A RBPJ 195
POLR2A SDAD1 173
POLR2A RAD52 315
POLR2A TOP1 191
POLR2A SMURF1 505
POLR2A TAF13 600
POLR2A SGK1 270
POLR2A POU2F1 600
POLR2A TTK 270
POLR2A PRKAA2 152
POLR2A RAD54L 346
POLR2A RPA2 600
POLR2A TGFBR1 410
POLR2A UBQLN1 171
POLR2A TUBB2A 165
POLR2A RNMT 675
POLR2A XRCC5 270
POLR2A ZNFX1 250
POLR2A TMPRSS2 270
POLR2A RELA 924
POLR2A RPS14 248
POLR2A PSMD14 173
POLR2A TAF6 600
POLR2A RPL9 260
POLR2A UBE2L3 300
POLR2A POLR2F 999
POLR2A SCAF8 568
POLR2A POLR2H 999
POLR2A RXRA 697
POLR2A WWP1 350
POLR2A TCEA1 998
POLR2A TIMM50 254
POLR2A VDR 484
POLR2A SUPT5H 999
POLR2A RUVBL2 622
POLR2A POLR2E 999
POLR2A VEGFA 181
POLR2A PTGES3 418
POLR2E RBX1 600
POLR2E RPA3 613
POLR2E XPO7 181
POLR2E RARA 600
POLR2E RPA1 613
POLR2E SNRPG 688
POLR2E SKP2 275
POLR2E SSRP1 600
POLR2E SCAF4 446
POLR2E POLR2J 997
POLR2E POLR3K 990
POLR2E TAF10 637
POLR2E POLR2G 999
POLR2E SF3B3 600
POLR2E PRPF31 177
POLR2E SRSF7 600
POLR2E SP1 600
POLR2E POLR3C 988
POLR2E UXT 864
POLR2E SUV39H1 165
POLR2E TAF13 600
POLR2E POU2F1 600
POLR2E UCK2 179
POLR2E POLR3GL 600
POLR2E RAD54L 212
POLR2E UCK1 179
POLR2E SRPK1 288
POLR2E RPA2 613
POLR2E PUS1 177
POLR2E RNMT 600
POLR2E XRCC5 270
POLR2E POLR3G 781
POLR2E WDR43 266
POLR2E TAF6 600
POLR2E POLR2F 999
POLR2E SCAF8 268
POLR2E POLR2H 999
POLR2E RXRA 600
POLR2E TCEA1 984
POLR2E TIMM50 261
POLR2E RRP12 321
POLR2E SUPT5H 994
POLR2E RUVBL2 803
POLR2F TOMM22 248
POLR2F RBX1 600
POLR2F RPA3 600
POLR2F RNF11 158
POLR2F RARA 614
POLR2F RPA1 600
POLR2F PRKG2 306
POLR2F PRKAR2A 306
POLR2F RPL3L 290
POLR2F SNRPG 600
POLR2F SSRP1 600
POLR2F RPS3 368
POLR2F POLR2J 996
POLR2F POLR3K 972
POLR2F WRN 208
POLR2F TAF10 602
POLR2F POLR2G 999
POLR2F RPS9 341
POLR2F SF3B3 627
POLR2F SDC2 211
POLR2F SRSF7 600
POLR2F SP1 600
POLR2F POLR3C 930
POLR2F SUV39H1 164
POLR2F TAF13 600
POLR2F POU2F1 600
POLR2F POLR3GL 758
POLR2F RAD54L 258
POLR2F RPA2 600
POLR2F TLE1 190
POLR2F PSIP1 461
POLR2F RNMT 600
POLR2F POLR3G 758
POLR2F RPS14 341
POLR2F TAF6 600
POLR2F RPL9 368
POLR2F TIMM50 261
POLR2F TCEA1 985
POLR2F POLR2H 999
POLR2F SUPT5H 997
POLR2F RXRA 622
POLR2G RBX1 600
POLR2G RPA3 600
POLR2G RNF11 175
POLR2G RARA 615
POLR2G SMARCC1 159
POLR2G RPA1 600
POLR2G SNRPG 600
POLR2G SSRP1 600
POLR2G SCAF4 420
POLR2G POLR2J 997
POLR2G POLR3K 333
POLR2G TAF10 600
POLR2G RAD54L 175
POLR2G XDH 296
POLR2G SP1 609
POLR2G RNMT 799
POLR2G TAF13 600
POLR2G RPA2 600
POLR2G SCAF8 420
POLR2G POU2F1 600
POLR2G PRMT3 303
POLR2G RXRA 615
POLR2G POR 252
POLR2G SUPT5H 993
POLR2G POLR2H 997
POLR2G POLR3C 405
POLR2G SRSF7 600
POLR2G SUV39H1 169
POLR2G SF3B3 600
POLR2G TAF6 600
POLR2G TCEA1 982
POLR2H RBX1 600
POLR2H RPA3 600
POLR2H RNF11 175
POLR2H RARA 600
POLR2H RPA1 600
POLR2H SNRPG 600
POLR2H SSRP1 600
POLR2H POLR2J 985
POLR2H POLR3K 929
POLR2H TAF10 742
POLR2H SF3B3 600
POLR2H SRSF7 600
POLR2H SP1 607
POLR2H POLR3C 978
POLR2H SNCA 208
POLR2H TAF13 600
POLR2H POU2F1 600
POLR2H POLR3GL 600
POLR2H RAD54L 175
POLR2H RPA2 600
POLR2H RNMT 600
POLR2H POLR3G 600
POLR2H TAF6 600
POLR2H RUVBL2 223
POLR2H TCEA1 899
POLR2H SUPT5H 958
POLR2H PTGES3 272
POLR2H RXRA 600
POLR2J RBX1 600
POLR2J RPA3 600
POLR2J RNF11 150
POLR2J RARA 600
POLR2J RPA1 600
POLR2J SNRPG 684
POLR2J SSRP1 600
POLR2J TIMM50 190
POLR2J TAF6 600
POLR2J TCEA1 964
POLR2J SATB1 458
POLR2J POU2F1 600
POLR2J RXRA 600
POLR2J TAF10 600
POLR2J SUPT5H 982
POLR2J SP1 600
POLR2J POLR3K 319
POLR2J POLR3C 256
POLR2J RNMT 600
POLR2J SF3B3 600
POLR2J TAF13 600
POLR2J RPA2 600
POLR2J SRSF7 600
POLR3C POLR3K 950
POLR3C POU2F1 600
POLR3C SUCLG1 187
POLR3C POLR3G 990
POLR3C POLR3GL 968
POLR3C SRPK1 179
POLR3C RSL1D1 271
POLR3C TCEA1 230
POLR3G POLR3K 600
POLR3G POU2F1 600
POLR3G POLR3GL 900
POLR3GL POLR3K 833
POLR3GL RBPMS 157
POLR3GL POU2F1 600
POLR3K SSRP1 171
POLR3K POU2F1 600
POLR3K RAD54L 177
POLR3K SUPT5H 441
POM121 ZNRF4 187
POM121 UPF3B 600
POM121 SPINT2 240
POM121 UBE2I 600
POM121 SYK 465
POM121 RNPS1 600
POM121 SHC1 392
POMC TP53 177
POMC PPARG 219
POMC SDC3 900
POMC TPM1 209
POR PTGIS 235
POR VAPA 272
POR RABEPK 187
POR SNTB1 171
POR RELA 167
POR WDR43 167
POR XPO1 272
POR RNF4 270
POU2F1 RARA 298
POU2F1 TP53 238
POU2F1 PRKDC 489
POU2F1 SP1 789
POU2F1 SPTBN1 280
POU2F1 STIP1 286
POU2F1 XRCC6 491
POU2F1 TAF13 600
POU2F1 SOX3 233
POU2F1 TXNRD1 270
POU2F1 STAU1 165
POU2F1 RXRA 502
POU2F1 VDR 298
POU2F1 XRCC5 491
POU2F1 RELA 270
POU2F1 TAF6 600
PPA1 UQCRC1 215
PPA1 TCIRG1 650
PPA1 STIP1 272
PPA1 PSMD14 171
PPA1 RBBP7 481
PPA1 SAR1B 296
PPA1 RAB1A 296
PPA1 TOP2A 256
PPA1 SPOP 273
PPAN TOP1 351
PPAN RPL6 345
PPAN STAU1 432
PPAN RRP12 345
PPAN WDR37 540
PPAN RPL36 321
PPAN RPL3L 398
PPAN SET 274
PPAN RPL18 421
PPAN RRP8 237
PPAN WDR74 827
PPAN RSL1D1 785
PPARA SIRT1 932
PPARA RARA 630
PPARA RORA 157
PPARA TP63 208
PPARA PPARGC1A 999
PPARA RB1 909
PPARA SIGMAR1 338
PPARA SP1 954
PPARA SMAD3 234
PPARA UBE2I 296
PPARA RXRG 930
PPARA STAT1 428
PPARA SCD 232
PPARA RXRB 939
PPARA SLC7A1 270
PPARA RELA 940
PPARA XPO1 236
PPARA RXRA 994
PPARA PRKCA 537
PPARA VWA5A 242
PPARA VDR 293
PPARD SIRT1 216
PPARD PTGIS 163
PPARD STAT3 171
PPARD PPARGC1A 839
PPARD PPARG 188
PPARD VDR 277
PPARD RELA 392
PPARD PSMD14 304
PPARD RXRG 930
PPARD RXRA 980
PPARD RXRB 965
PPARD SP1 250
PPARD SLC2A2 151
PPARD STAT1 304
PPARD THRB 261
PPARD SLC2A5 157
PPARG SIRT1 931
PPARG TRIB3 281
PPARG SPI1 211
PPARG RARA 522
PPARG SLC7A5 187
PPARG SMAD2 401
PPARG SMURF2 161
PPARG STAT3 180
PPARG PPARGC1A 999
PPARG RB1 926
PPARG PXN 152
PPARG TP53 372
PPARG RAB5A 250
PPARG PPM1B 316
PPARG SIRT6 287
PPARG RXRA 999
PPARG RXRB 954
PPARG STAT5A 598
PPARG SERPINH1 399
PPARG WNT5B 204
PPARG SP1 864
PPARG SMAD3 583
PPARG PPM1D 275
PPARG TLE4 180
PPARG SLC2A2 245
PPARG WWTR1 376
PPARG SVIL 192
PPARG YWHAB 289
PPARG XRCC5 270
PPARG PRKAA2 282
PPARG PRKCA 317
PPARG SYK 478
PPARG SOD2 228
PPARG STAT1 668
PPARG THRB 186
PPARG XRCC6 282
